AIPGENE4046_gene	-0.068	0.000	K00128	Aldehyde dehydrogenase	Swiss-Prot	sp	P11884	ALDH2_RAT			
AIPGENE4852_gene	0.226	#N/A	K00128	Aldehyde dehydrogenase	Swiss-Prot	sp	P47738	ALDH2_MOUSE			
AIPGENE6251_gene	-1.675	0.000	K14085	aldehyde dehydrogenase	Swiss-Prot	sp	Q2KJC9	AL7A1_BOVIN			
AIPGENE9559_gene	0.227	#N/A	K00128	aldehyde dehydrogenase	Swiss-Prot	sp	Q60HH8	AL3A2_MACFA			
AIPGENE11622_gene	0.212	#N/A	K14209	amino acid transporter	Swiss-Prot	sp	Q4KL91	S36A4_XENLA			
AIPGENE12073_gene	-0.868	#N/A	K13871	amino acid transporter	Swiss-Prot	sp	Q8TBB6	S7A14_HUMAN			
AIPGENE1217_gene	#N/A	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	P82251	BAT1_HUMAN			
AIPGENE12599_gene	0.222	#N/A	"K03294,K13865,K13866"	amino acid transporter	Swiss-Prot	sp	O08812	CTR3_RAT			
AIPGENE12721_gene	0.468	#N/A	K14994	amino acid transporter	Swiss-Prot	sp	Q6JWR2	S38A7_RAT			
AIPGENE12811_gene	-0.778	#N/A	"K13864,K13866"	amino acid transporter	Swiss-Prot	sp	P52569	CTR2_HUMAN			
AIPGENE1289_gene	-0.108	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE13806_gene	0.757	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE14604_gene	0.086	0.000	"K05048,K05334"	amino acid transporter	Swiss-Prot	sp	Q2A865	S6A19_RAT			
AIPGENE15008_gene	1.062	0.000	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE15974_gene	0.233	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE15984_gene	0.245	0.000	"K03294,K13868"	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE15992_gene	0.194	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	P82251	BAT1_HUMAN			
AIPGENE1606_gene	-0.673	0.148	K14994	amino acid transporter	Swiss-Prot	sp	Q6DEL1	S38A7_DANRE			
AIPGENE16434_gene	0.197	-0.025	K13868	amino acid transporter	Swiss-Prot	sp	P82251	BAT1_HUMAN			
AIPGENE16442_gene	0.469	-0.043	K05048	amino acid transporter	Swiss-Prot	sp	O88576	S6A18_MOUSE			
AIPGENE16473_gene	-0.016	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE16474_gene	0.602	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9N1R6	BAT1_RABIT			
AIPGENE16478_gene	-0.205	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE1716_gene	0.223	0.000	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE18280_gene	-0.809	#N/A	K14995	amino acid transporter	Swiss-Prot	sp	Q3B8Q3	S38A9_RAT			
AIPGENE20556_gene	-1.472	0.000	K14996	amino acid transporter	Swiss-Prot	sp	Q5I012	S38AA_MOUSE			
AIPGENE21587_gene	0.411	#N/A	K14994	amino acid transporter	Swiss-Prot	sp	Q6DEL1	S38A7_DANRE			
AIPGENE22324_gene	0.048	-0.321	K13864	amino acid transporter	Swiss-Prot	sp	P52569	CTR2_HUMAN			
AIPGENE22385_gene	-0.565	#N/A	"K13863,K13865"	amino acid transporter	Swiss-Prot	sp	Q09143	CTR1_MOUSE			
AIPGENE230_gene	-0.119	0.039	K14209	amino acid transporter	Swiss-Prot	sp	Q4KL91	S36A4_XENLA			
AIPGENE23310_gene	0.063	0.000	K14209	amino acid transporter	Swiss-Prot	sp	Q7Z2H8	S36A1_HUMAN			
AIPGENE26436_gene	-0.050	0.000	"K05048,K05334"	amino acid transporter	Swiss-Prot	sp	P31662	S6A17_RAT			
AIPGENE26438_gene	1.521	0.000	K05048	amino acid transporter	Swiss-Prot	sp	O88576	S6A18_MOUSE			
AIPGENE26678_gene	0.375	#N/A	"K13867,K13869"	amino acid transporter	Swiss-Prot	sp	Q9UM01	YLAT1_HUMAN			
AIPGENE26706_gene	0.469	#N/A	K13868	amino acid transporter	Swiss-Prot	sp	Q9QXA6	BAT1_MOUSE			
AIPGENE27350_gene	0.864	0.010	K14209	amino acid transporter	Swiss-Prot	sp	Q7Z2H8	S36A1_HUMAN			
AIPGENE27557_gene	0.482	-0.138	K05048	amino acid transporter	Swiss-Prot	sp	Q9XS59	S6A15_BOVIN			
AIPGENE27564_gene	-0.043	#N/A	K05048	amino acid transporter	Swiss-Prot	sp	Q8BJI1	S6A17_MOUSE			
AIPGENE28401_gene	0.032	0.000	"K14207,K14992,K14993"	amino acid transporter	Swiss-Prot	sp	Q8IZM9	S38A6_HUMAN			
AIPGENE28459_gene	-0.489	#N/A	K14995	amino acid transporter	Swiss-Prot	sp	Q6DFK0	S38A9_XENLA			
AIPGENE9151_gene	-0.750	#N/A	"K13863,K13866"	amino acid transporter	Swiss-Prot	sp	P30825	CTR1_HUMAN			
AIPGENE9290_gene	-3.283	#N/A	K13866	amino acid transporter	Swiss-Prot	sp	B3TP03	CTR2_CHICK			
AIPGENE13241_gene	0.458	#N/A	K06580	Ammonium transporter	Swiss-Prot	sp	Q8JI14	RHCL2_DANRE			
AIPGENE13242_gene	0.300	#N/A	K06580	Ammonium transporter	Swiss-Prot	sp	Q19KI0	RHCG_PIG			
AIPGENE15200_gene	0.511	#N/A	K03320	ammonium transporter	Swiss-Prot	sp	Q21565	AMT3_CAEEL			
AIPGENE16631_gene	-0.212	#N/A	K03320	ammonium transporter	Swiss-Prot	sp	Q21565	AMT3_CAEEL			
AIPGENE16683_gene	-0.663	#N/A	K03320	ammonium transporter	Swiss-Prot	sp	Q21565	AMT3_CAEEL			
AIPGENE17420_gene	2.110	#N/A	K03320	ammonium transporter	Swiss-Prot	sp	P54145	AMT1_CAEEL			
AIPGENE17421_gene	2.154	#N/A	K03320	ammonium transporter	Swiss-Prot	sp	P54145	AMT1_CAEEL			
AIPGENE18105_gene	4.336	#N/A	K06580	Ammonium transporter	Swiss-Prot	sp	Q7T070	RHBG_DANRE			
AIPGENE18106_gene	#N/A	#N/A	K06580	Ammonium transporter	Swiss-Prot	sp	Q19KI0	RHCG_PIG			
AIPGENE18108_gene	2.508	#N/A	K06580	Ammonium transporter	Swiss-Prot	sp	Q19KH7	RHCG_GASAC			
AIPGENE7282_gene	-0.382	0.000	K06580	Ammonium transporter	Swiss-Prot	sp	Q7T070	RHBG_DANRE			
AIPGENE8321_gene	-0.572	0.095	K03320	Ammonium transporter	Swiss-Prot	sp	Q9BLG4	AMT1_DICDI			
AIPGENE7917_gene	0.567	#N/A	K09876	Aquaporin 3 (glycerol)	Swiss-Prot	sp	A9Y006	AQP3_PIG			
AIPGENE7920_gene	-0.066	#N/A	"K03441,K09876"	Aquaporin 3 (glycerol)	Swiss-Prot	sp	A9Y006	AQP3_PIG			
AIPGENE11890_gene	-1.728	0.000	K01476	Arginase	Swiss-Prot	sp	Q61176	ARGI1_MOUSE			
AIPGENE18086_gene	#N/A	0.012	K17888	ATG10	Swiss-Prot	sp	Q9H0Y0	ATG10_HUMAN			
AIPGENE18087_gene	0.829	#N/A	K17888	ATG10	Swiss-Prot	sp	Q9H0Y0	ATG10_HUMAN			
AIPGENE27187_gene	-0.272	#N/A	K17890	ATG16	Swiss-Prot	sp	Q8C0J2	A16L1_MOUSE			
AIPGENE626_gene	0.191	#N/A	K17890	ATG16	Swiss-Prot	sp	Q8C0J2	A16L1_MOUSE			
AIPGENE12432_gene	0.099	-0.053	K08339	ATG5	Swiss-Prot	sp	Q99J83	ATG5_MOUSE			
AIPGENE12921_gene	0.179	#N/A	K02161	BCL2	Swiss-Prot	sp	P70345	B2CL2_MOUSE			
AIPGENE12986_gene	0.796	#N/A	"K02161,K04570"	BCL2	Swiss-Prot	sp	Q07817	B2CL1_HUMAN			
AIPGENE13043_gene	-1.029	0.000	K04570	BCL2	Swiss-Prot	sp	P53563	B2CL1_RAT			
AIPGENE17601_gene	2.533	0.000	K04570	BCL2	Swiss-Prot	sp	Q91827	AR1_XENLA			
AIPGENE27763_gene	-0.081	-0.157	K02161	BCL2	Swiss-Prot	sp	P49950	BCL2_RAT			
AIPGENE4512_gene	#N/A	0.000	K02161	BCL2	Swiss-Prot	sp	Q92843	B2CL2_HUMAN			
AIPGENE6604_gene	-0.123	#N/A	K04570	BCL2	Swiss-Prot	sp	Q9I8I2	BOK_CHICK			
AIPGENE10264_gene	0.285	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q9UBG0	MRC2_HUMAN			
AIPGENE11521_gene	#N/A	#N/A	K06563	C-type lectin	Swiss-Prot	sp	Q8MIS5	209L2_MACMU			
AIPGENE13682_gene	-1.235	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q28062	PGCB_BOVIN			
AIPGENE14671_gene	-0.711	#N/A	K06563	C-type lectin	Swiss-Prot	sp	P13611	CSPG2_HUMAN			
AIPGENE17153_gene	-1.010	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q61830	MRC1_MOUSE			
AIPGENE17171_gene	#N/A	#N/A	K06563	C-type lectin	Swiss-Prot	sp	Q90953	CSPG2_CHICK			
AIPGENE17207_gene	#N/A	#N/A	K06563	C-type lectin	Swiss-Prot	sp	Q91ZW8	C209D_MOUSE			
AIPGENE17873_gene	-0.286	#N/A	K06560	C-type lectin	Swiss-Prot	sp	D2YVH7	LECM_OXYSU			
AIPGENE1799_gene	1.204	#N/A	"K06560,K06563"	C-type lectin	Swiss-Prot	sp	Q61830	MRC1_MOUSE			
AIPGENE18024_gene	1.783	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q13018	PLA2R_HUMAN			
AIPGENE21362_gene	#N/A	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q4TU93	MRC2_RAT			
AIPGENE2158_gene	0.516	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q64449	MRC2_MOUSE			
AIPGENE23599_gene	0.093	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q9PVW8	SAL_SILAS			
AIPGENE23635_gene	0.790	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q4TU93	MRC2_RAT			
AIPGENE23656_gene	2.183	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q4TU93	MRC2_RAT			
AIPGENE23657_gene	1.499	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q9UBG0	MRC2_HUMAN			
AIPGENE24234_gene	-0.110	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q9NZT2	OGFR_HUMAN			
AIPGENE2489_gene	#N/A	#N/A	K06560	C-type lectin	Swiss-Prot	sp	O00339	MATN2_HUMAN			
AIPGENE321_gene	-0.224	#N/A	K06560	C-type lectin	TrEMBL	tr	A7RGE1	A7RGE1_NEMVE			
AIPGENE331_gene	0.512	#N/A	K06560	C-type lectin	Swiss-Prot	sp	P22897	MRC1_HUMAN			
AIPGENE339_gene	0.344	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q61361	PGCB_MOUSE			
AIPGENE355_gene	0.345	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q61830	MRC1_MOUSE			
AIPGENE365_gene	0.008	-0.103	K06560	C-type lectin	Swiss-Prot	sp	Q9UBG0	MRC2_HUMAN			
AIPGENE6211_gene	0.073	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q64449	MRC2_MOUSE			
AIPGENE6835_gene	-0.713	#N/A	K06560	C-type lectin	TrEMBL	tr	W5KIJ5	W5KIJ5_ASTMX			
AIPGENE8526_gene	-0.345	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q90WI7	LECM2_BUNFA			
AIPGENE8527_gene	#N/A	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q90WI7	LECM2_BUNFA			
AIPGENE8541_gene	0.026	#N/A	K06560	C-type lectin	Swiss-Prot	sp	A7X3X8	LECM5_PSEPL			
AIPGENE8649_gene	1.321	0.000	K06563	C-type lectin	Swiss-Prot	sp	Q91ZW7	C209E_MOUSE			
AIPGENE8793_gene	#N/A	#N/A	K06560	C-type lectin	Swiss-Prot	sp	P06734	FCER2_HUMAN			
AIPGENE9109_gene	#N/A	0.441	K06560	C-type lectin	Swiss-Prot	sp	Q4PRC8	SL5_DABSI			
AIPGENE9848_gene	0.110	#N/A	K06560	C-type lectin	Swiss-Prot	sp	Q13018	PLA2R_HUMAN			
AIPGENE17838_gene	0.560	0.000	K11540	CAD	Swiss-Prot	sp	Q91437	PYR1_SQUAC			
AIPGENE7636_gene	0.229	0.000	K11540	CAD	Swiss-Prot	sp	P05990	PYR1_DROME			
AIPGENE7706_gene	0.967	#N/A	K11540	CAD	Swiss-Prot	sp	Q91437	PYR1_SQUAC			
AIPGENE10420_gene	0.061	0.000	K01672	Carbonic anhydrase	Swiss-Prot	sp	Q9ERQ8	CAH7_MOUSE			
AIPGENE15469_gene	0.294	#N/A	K01672	Carbonic anhydrase	Swiss-Prot	sp	P43166	CAH7_HUMAN			
AIPGENE19694_gene	-0.415	#N/A	K18245	Carbonic anhydrase	Swiss-Prot	sp	Q8UWA5	CAH2_TRIHK			
AIPGENE19710_gene	-0.493	#N/A	K18245	Carbonic anhydrase	Swiss-Prot	sp	P61215	CAH10_MOUSE			
AIPGENE19720_gene	0.044	#N/A	K18245	Carbonic anhydrase	Swiss-Prot	sp	Q8UWA5	CAH2_TRIHK			
AIPGENE19737_gene	-0.782	#N/A	K01672	Carbonic anhydrase	Swiss-Prot	sp	Q8UWA5	CAH2_TRIHK			
AIPGENE25795_gene	#N/A	0.000	K01673	Carbonic anhydrase	Swiss-Prot	sp	Q22460	BCA1_CAEEL			
AIPGENE2901_gene	-0.494	0.312	"K18245,K18246"	Carbonic anhydrase	Swiss-Prot	sp	Q8UWA5	CAH2_TRIHK			
AIPGENE2960_gene	0.597	#N/A	"K01672,K18245"	Carbonic anhydrase	Swiss-Prot	sp	P27139	CAH2_RAT			
AIPGENE5302_gene	-1.704	#N/A	K18245	Carbonic anhydrase	Swiss-Prot	sp	Q8UWA5	CAH2_TRIHK			
AIPGENE10739_gene	0.247	0.041	K04397	CASP7	Swiss-Prot	sp	P97864	CASP7_MOUSE			
AIPGENE14128_gene	0.242	0.000	K04397	CASP7	Swiss-Prot	sp	P55214	CASP7_MESAU			
AIPGENE23622_gene	0.046	#N/A	K04397	CASP7	Swiss-Prot	sp	Q8MJC3	CASP3_RABIT			
AIPGENE23681_gene	0.540	#N/A	K04397	CASP7	Swiss-Prot	sp	P97864	CASP7_MOUSE			
AIPGENE3163_gene	-1.928	#N/A	K04397	CASP7	Swiss-Prot	sp	P55210	CASP7_HUMAN			
AIPGENE14799_gene	#N/A	#N/A	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE14801_gene	#N/A	#N/A	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE23198_gene	-0.100	0.037	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE23427_gene	0.083	#N/A	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE23674_gene	0.003	#N/A	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE23680_gene	0.824	0.517	K04398	CASP8	Swiss-Prot	sp	P55215	CASP2_RAT			
AIPGENE25743_gene	#N/A	0.000	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE25744_gene	#N/A	#N/A	K04398	CASP8	Swiss-Prot	sp	O89110	CASP8_MOUSE			
AIPGENE6873_gene	#N/A	#N/A	K04398	CASP8	Swiss-Prot	sp	Q8MJC3	CASP3_RABIT			
AIPGENE26155_gene	#N/A	0.154	K01365	Cathepsin	Swiss-Prot	sp	Q26636	CATL_SARPE			
AIPGENE26156_gene	0.115	#N/A	K01365	Cathepsin	Swiss-Prot	sp	Q26636	CATL_SARPE			
AIPGENE26157_gene	#N/A	#N/A	K01365	Cathepsin	Swiss-Prot	sp	Q26636	CATL_SARPE			
AIPGENE6003_gene	0.035	0.000	K01365	Cathepsin	Swiss-Prot	sp	Q95029	CATL_DROME			
AIPGENE1298_gene	1.058	#N/A	K06497	CD63	Swiss-Prot	sp	Q76B49	CD63_FELCA			
AIPGENE13897_gene	-0.202	0.000	K06497	CD63	Swiss-Prot	sp	P08962	CD63_HUMAN			
AIPGENE26486_gene	#N/A	#N/A	K06497	CD63	TrEMBL	tr	A7RXD6	A7RXD6_NEMVE			
AIPGENE3832_gene	-0.125	0.000	K06497	CD63	Swiss-Prot	sp	P41731	CD63_MOUSE			
AIPGENE3839_gene	-0.132	#N/A	K06497	CD63	Swiss-Prot	sp	P28648	CD63_RAT			
AIPGENE3866_gene	0.279	0.000	K06497	CD63	Swiss-Prot	sp	Q28709	CD63_RABIT			
AIPGENE3868_gene	-0.300	#N/A	K06497	CD63	Swiss-Prot	sp	Q76B49	CD63_FELCA			
AIPGENE3869_gene	-0.007	#N/A	K06497	CD63	Swiss-Prot	sp	P28648	CD63_RAT			
AIPGENE3899_gene	#N/A	0.000	K06497	CD63	Swiss-Prot	sp	P28648	CD63_RAT			
AIPGENE10250_gene	0.142	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE10284_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	P15989	CO6A3_CHICK			
AIPGENE10288_gene	#N/A	0.378	K08133	collagen	Swiss-Prot	sp	P15989	CO6A3_CHICK			
AIPGENE10292_gene	0.125	0.000	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE10422_gene	0.092	0.084	"K06236,K06237"	collagen	Swiss-Prot	sp	P08120	CO4A1_DROME			
AIPGENE10546_gene	0.467	0.009	K06237	collagen	Swiss-Prot	sp	P27393	CO4A2_ASCSU			
AIPGENE11113_gene	-1.578	#N/A	"K06236,K06237"	collagen	Swiss-Prot	sp	Q17RW2	COOA1_HUMAN			
AIPGENE11118_gene	0.637	#N/A	"K06237,K08132"	collagen	Swiss-Prot	sp	P02462	CO4A1_HUMAN			
AIPGENE11184_gene	-0.916	#N/A	K16628	collagen	Swiss-Prot	sp	Q63870	CO7A1_MOUSE			
AIPGENE11223_gene	-0.382	#N/A	K06236	collagen	Swiss-Prot	sp	P13941	CO3A1_RAT			
AIPGENE11224_gene	-0.286	#N/A	K06236	collagen	Swiss-Prot	sp	P13941	CO3A1_RAT			
AIPGENE11587_gene	-0.614	#N/A	K16630	collagen	Swiss-Prot	sp	Q8NFW1	COMA1_HUMAN			
AIPGENE11778_gene	0.128	#N/A	K08132	collagen	Swiss-Prot	sp	Q99715	COCA1_HUMAN			
AIPGENE12122_gene	-0.289	#N/A	K06236	collagen	Swiss-Prot	sp	P02459	CO2A1_BOVIN			
AIPGENE12342_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	P12111	CO6A3_HUMAN			
AIPGENE12346_gene	-0.101	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE12347_gene	0.372	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE12357_gene	0.077	#N/A	K08132	collagen	Swiss-Prot	sp	P13944	COCA1_CHICK			
AIPGENE12361_gene	2.535	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE12362_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE13930_gene	-0.308	#N/A	K06238	collagen	Swiss-Prot	sp	Q02788	CO6A2_MOUSE			
AIPGENE14130_gene	0.146	#N/A	"K06236,K16629"	collagen	Swiss-Prot	sp	Q96P44	COLA1_HUMAN			
AIPGENE14208_gene	0.363	#N/A	K08133	collagen	Swiss-Prot	sp	Q80X19	COEA1_MOUSE			
AIPGENE14299_gene	-1.293	#N/A	K08132	collagen	Swiss-Prot	sp	Q99715	COCA1_HUMAN			
AIPGENE14423_gene	0.408	#N/A	K16628	collagen	Swiss-Prot	sp	Q63870	CO7A1_MOUSE			
AIPGENE1487_gene	#N/A	#N/A	K19479	collagen	Swiss-Prot	sp	Q05306	COAA1_MOUSE			
AIPGENE15079_gene	#N/A	#N/A	K16630	collagen	Swiss-Prot	sp	Q8NFW1	COMA1_HUMAN			
AIPGENE15085_gene	-0.945	#N/A	K06238	collagen	Swiss-Prot	sp	A2AX52	CO6A4_MOUSE			
AIPGENE15090_gene	-0.744	#N/A	K06238	collagen	Swiss-Prot	sp	A2AX52	CO6A4_MOUSE			
AIPGENE15103_gene	#N/A	#N/A	K16628	collagen	Swiss-Prot	sp	Q02388	CO7A1_HUMAN			
AIPGENE15109_gene	-1.525	#N/A	K06238	collagen	Swiss-Prot	sp	A6H584	CO6A5_MOUSE			
AIPGENE15110_gene	#N/A	#N/A	K06237	collagen	Swiss-Prot	sp	P08120	CO4A1_DROME			
AIPGENE15131_gene	0.459	#N/A	"K06238,K16628"	collagen	Swiss-Prot	sp	Q5UNS9	COLL7_MIMIV			
AIPGENE15733_gene	-1.143	0.000	K08132	collagen	Swiss-Prot	sp	Q99715	COCA1_HUMAN			
AIPGENE15821_gene	0.122	#N/A	"K08132,K08133"	collagen	Swiss-Prot	sp	Q99715	COCA1_HUMAN			
AIPGENE16099_gene	0.683	#N/A	K06238	collagen	Swiss-Prot	sp	P15989	CO6A3_CHICK			
AIPGENE16998_gene	#N/A	#N/A	K08131	collagen	Swiss-Prot	sp	P18503	CAS4_EPHMU			
AIPGENE17079_gene	#N/A	#N/A	K06237	collagen	Swiss-Prot	sp	P18503	CAS4_EPHMU			
AIPGENE17391_gene	0.182	#N/A	"K06236,K16629"	collagen	Swiss-Prot	sp	Q96P44	COLA1_HUMAN			
AIPGENE17766_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE17767_gene	-0.519	#N/A	K06238	collagen	Swiss-Prot	sp	O43854	EDIL3_HUMAN			
AIPGENE18534_gene	-0.115	0.478	K06236	collagen	Swiss-Prot	sp	P02466	CO1A2_RAT			
AIPGENE18867_gene	0.023	#N/A	K06236	collagen	Swiss-Prot	sp	P0C862	C1T9A_HUMAN			
AIPGENE19050_gene	-0.887	#N/A	"K06236,K16629"	collagen	Swiss-Prot	sp	Q641F3	COLA1_XENLA			
AIPGENE19358_gene	-0.264	#N/A	K08132	collagen	Swiss-Prot	sp	P13944	COCA1_CHICK			
AIPGENE20335_gene	-0.411	#N/A	K06236	collagen	Swiss-Prot	sp	Q5QNQ9	CORA1_MOUSE			
AIPGENE20425_gene	-0.449	#N/A	K08132	collagen	Swiss-Prot	sp	Q60847	COCA1_MOUSE			
AIPGENE20438_gene	-0.145	#N/A	K16628	collagen	Swiss-Prot	sp	Q02388	CO7A1_HUMAN			
AIPGENE20542_gene	-1.714	#N/A	K06237	collagen	Swiss-Prot	sp	P18503	CAS4_EPHMU			
AIPGENE20627_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	P12111	CO6A3_HUMAN			
AIPGENE20628_gene	0.560	0.029	K06238	collagen	Swiss-Prot	sp	A2AX52	CO6A4_MOUSE			
AIPGENE20690_gene	0.113	#N/A	K06238	collagen	Swiss-Prot	sp	A6H584	CO6A5_MOUSE			
AIPGENE20721_gene	#N/A	#N/A	K08132	collagen	Swiss-Prot	sp	Q99715	COCA1_HUMAN			
AIPGENE20984_gene	-1.279	0.219	"K06236,K06238"	collagen	Swiss-Prot	sp	Q801S8	CO6A1_XENLA			
AIPGENE21103_gene	-2.185	#N/A	"K06238,K08131"	collagen	Swiss-Prot	sp	Q04857	CO6A1_MOUSE			
AIPGENE22178_gene	-0.799	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE22179_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE22180_gene	0.767	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE22181_gene	#N/A	#N/A	K06238	collagen	Swiss-Prot	sp	A6NMZ7	CO6A6_HUMAN			
AIPGENE22258_gene	-0.583	#N/A	K06238	collagen	Swiss-Prot	sp	P12111	CO6A3_HUMAN			
